Baseboard;Baseboard Baseboard
Baseboard_0;Baseboard Baseboard
BMC_0;HMC HMC
ERoT_BMC_0;ERoT_HMC ERoT_HMC
ERoT_FPGA;ERoT_FPGA ERoT_FPGA
ERoT_FPGA_0;ERoT_FPGA ERoT_FPGA
ERoT_GPU0;ERoT_GPU0 ERoT_GPU 0
ERoT_GPU1;ERoT_GPU1 ERoT_GPU 1
ERoT_GPU2;ERoT_GPU2 ERoT_GPU 2
ERoT_GPU3;ERoT_GPU3 ERoT_GPU 3
ERoT_GPU4;ERoT_GPU4 ERoT_GPU 4
ERoT_GPU5;ERoT_GPU5 ERoT_GPU 5
ERoT_GPU6;ERoT_GPU6 ERoT_GPU 6
ERoT_GPU7;ERoT_GPU7 ERoT_GPU 7
ERoT_GPU_SXM_1;ERoT_GPU4 ERoT_GPU 4
ERoT_GPU_SXM_2;ERoT_GPU5 ERoT_GPU 5
ERoT_GPU_SXM_3;ERoT_GPU6 ERoT_GPU 6
ERoT_GPU_SXM_4;ERoT_GPU7 ERoT_GPU 7
ERoT_GPU_SXM_5;ERoT_GPU0 ERoT_GPU 0
ERoT_GPU_SXM_6;ERoT_GPU1 ERoT_GPU 1
ERoT_GPU_SXM_7;ERoT_GPU2 ERoT_GPU 2
ERoT_GPU_SXM_8;ERoT_GPU3 ERoT_GPU 3
ERoT_HMC;ERoT_HMC ERoT_HMC
ERoT_HMC_0;ERoT_HMC ERoT_HMC
ERoT_NVSwitch_0;ERoT_NVSwitch0 ERoT_NVSwitch 0
ERoT_NVSwitch0;ERoT_NVSwitch0 ERoT_NVSwitch 0
ERoT_NVSwitch_1;ERoT_NVSwitch1 ERoT_NVSwitch 1
ERoT_NVSwitch1;ERoT_NVSwitch1 ERoT_NVSwitch 1
ERoT_NVSwitch_2;ERoT_NVSwitch2 ERoT_NVSwitch 2
ERoT_NVSwitch2;ERoT_NVSwitch2 ERoT_NVSwitch 2
ERoT_NVSwitch_3;ERoT_NVSwitch3 ERoT_NVSwitch 3
ERoT_NVSwitch3;ERoT_NVSwitch3 ERoT_NVSwitch 3
ERoT_PCIeSwitch_0;ERoT_PCIeSwitch0 ERoT_PCIeSwitch0
ERoT_PCIeSwitch0;ERoT_PCIeSwitch0 ERoT_PCIeSwitch0
FPGA;FPGA FPGA
FPGA_0;FPGA FPGA
GPU0;GPU0 GPU 0
GPU1;GPU1 GPU 1
GPU2;GPU2 GPU 2
GPU3;GPU3 GPU 3
GPU4;GPU4 GPU 4
GPU5;GPU5 GPU 5
GPU6;GPU6 GPU 6
GPU7;GPU7 GPU 7
GPUDRAM0;GPUDRAM0 GPUDRAM 0
GPUDRAM1;GPUDRAM1 GPUDRAM 1
GPUDRAM2;GPUDRAM2 GPUDRAM 2
GPUDRAM3;GPUDRAM3 GPUDRAM 3
GPUDRAM4;GPUDRAM4 GPUDRAM 4
GPUDRAM5;GPUDRAM5 GPUDRAM 5
GPUDRAM6;GPUDRAM6 GPUDRAM 6
GPUDRAM7;GPUDRAM7 GPUDRAM 7
GPU_SXM_1;GPU4 GPU 4
GPU_SXM_1_DRAM_0;GPUDRAM4 GPUDRAM 4
GPU_SXM_2;GPU5 GPU 5
GPU_SXM_2_DRAM_0;GPUDRAM5 GPUDRAM 5
GPU_SXM_3;GPU6 GPU 6
GPU_SXM_3_DRAM_0;GPUDRAM6 GPUDRAM 6
GPU_SXM_4;GPU7 GPU 7
GPU_SXM_4_DRAM_0;GPUDRAM7 GPUDRAM 7
GPU_SXM_5;GPU0 GPU 0
GPU_SXM_5_DRAM_0;GPUDRAM0 GPUDRAM 0
GPU_SXM_6;GPU1 GPU 1
GPU_SXM_6_DRAM_0;GPUDRAM1 GPUDRAM 1
GPU_SXM_7;GPU2 GPU 2
GPU_SXM_7_DRAM_0;GPUDRAM2 GPUDRAM 2
GPU_SXM_8;GPU3 GPU 3
GPU_SXM_8_DRAM_0;GPUDRAM3 GPUDRAM 3
HMC;HMC
HMC_0;HMC HMC
HSC_0;HSC_0 HSC_ 0
HSC_1;HSC_1 HSC_ 1
HSC_2;HSC_2 HSC_ 2
HSC_3;HSC_3 HSC_ 3
HSC_4;HSC_4 HSC_ 4
HSC_5;HSC_5 HSC_ 5
HSC_6;HSC_6 HSC_ 6
HSC_7;HSC_7 HSC_ 7
HSC_8;HSC_8 HSC_ 8
HSC_9;HSC_9 HSC_ 9
InletSensor;InletSensor InletSensor
NVLink_0;NVLink0 NVLink 0
NVLink0;NVLink0 NVLink 0
NVLink_1;NVLink1 NVLink 1
NVLink1;NVLink1 NVLink 1
NVLink_10;NVLink10 NVLink 10
NVLink10;NVLink10 NVLink 10
NVLink_11;NVLink11 NVLink 11
NVLink11;NVLink11 NVLink 11
NVLink_12;NVLink12 NVLink 12
NVLink12;NVLink12 NVLink 12
NVLink_13;NVLink13 NVLink 13
NVLink13;NVLink13 NVLink 13
NVLink_14;NVLink14 NVLink 14
NVLink14;NVLink14 NVLink 14
NVLink_15;NVLink15 NVLink 15
NVLink15;NVLink15 NVLink 15
NVLink_16;NVLink16 NVLink 16
NVLink16;NVLink16 NVLink 16
NVLink_17;NVLink17 NVLink 17
NVLink17;NVLink17 NVLink 17
NVLink_18;NVLink18 NVLink 18
NVLink18;NVLink18 NVLink 18
NVLink_19;NVLink19 NVLink 19
NVLink19;NVLink19 NVLink 19
NVLink_2;NVLink2 NVLink 2
NVLink2;NVLink2 NVLink 2
NVLink_20;NVLink20 NVLink 20
NVLink20;NVLink20 NVLink 20
NVLink_21;NVLink21 NVLink 21
NVLink21;NVLink21 NVLink 21
NVLink_22;NVLink22 NVLink 22
NVLink22;NVLink22 NVLink 22
NVLink_23;NVLink23 NVLink 23
NVLink23;NVLink23 NVLink 23
NVLink_24;NVLink24 NVLink 24
NVLink24;NVLink24 NVLink 24
NVLink_25;NVLink25 NVLink 25
NVLink25;NVLink25 NVLink 25
NVLink_26;NVLink26 NVLink 26
NVLink26;NVLink26 NVLink 26
NVLink_27;NVLink27 NVLink 27
NVLink27;NVLink27 NVLink 27
NVLink_28;NVLink28 NVLink 28
NVLink28;NVLink28 NVLink 28
NVLink_29;NVLink29 NVLink 29
NVLink29;NVLink29 NVLink 29
NVLink_3;NVLink3 NVLink 3
NVLink3;NVLink3 NVLink 3
NVLink_30;NVLink30 NVLink 30
NVLink30;NVLink30 NVLink 30
NVLink_31;NVLink31 NVLink 31
NVLink31;NVLink31 NVLink 31
NVLink_32;NVLink32 NVLink 32
NVLink32;NVLink32 NVLink 32
NVLink_33;NVLink33 NVLink 33
NVLink33;NVLink33 NVLink 33
NVLink_34;NVLink34 NVLink 34
NVLink34;NVLink34 NVLink 34
NVLink_35;NVLink35 NVLink 35
NVLink35;NVLink35 NVLink 35
NVLink_36;NVLink36 NVLink 36
NVLink36;NVLink36 NVLink 36
NVLink_37;NVLink37 NVLink 37
NVLink37;NVLink37 NVLink 37
NVLink_38;NVLink38 NVLink 38
NVLink38;NVLink38 NVLink 38
NVLink_39;NVLink39 NVLink 39
NVLink39;NVLink39 NVLink 39
NVLink_4;NVLink4 NVLink 4
NVLink4;NVLink4 NVLink 4
NVLink_5;NVLink5 NVLink 5
NVLink5;NVLink5 NVLink 5
NVLink_6;NVLink6 NVLink 6
NVLink6;NVLink6 NVLink 6
NVLink_7;NVLink7 NVLink 7
NVLink7;NVLink7 NVLink 7
NVLink_8;NVLink8 NVLink 8
NVLink8;NVLink8 NVLink 8
NVLink_9;NVLink9 NVLink 9
NVLink9;NVLink9 NVLink 9
NVSwitch_0;NVSwitch0 NVSwitch 0
NVSwitch0;NVSwitch0 NVSwitch 0
NVSwitch_1;NVSwitch1 NVSwitch 1
NVSwitch1;NVSwitch1 NVSwitch 1
NVSwitch_2;NVSwitch2 NVSwitch 2
NVSwitch2;NVSwitch2 NVSwitch 2
NVSwitch_3;NVSwitch3 NVSwitch 3
NVSwitch3;NVSwitch3 NVSwitch 3
PCIeRetimer_0;PCIeRetimer0 PCIeRetimer 0
PCIeRetimer0;PCIeRetimer0 PCIeRetimer 0
PCIeRetimer_1;PCIeRetimer1 PCIeRetimer 1
PCIeRetimer1;PCIeRetimer1 PCIeRetimer 1
PCIeRetimer_2;PCIeRetimer2 PCIeRetimer 2
PCIeRetimer2;PCIeRetimer2 PCIeRetimer 2
PCIeRetimer_3;PCIeRetimer3 PCIeRetimer 3
PCIeRetimer3;PCIeRetimer3 PCIeRetimer 3
PCIeRetimer_4;PCIeRetimer4 PCIeRetimer 4
PCIeRetimer4;PCIeRetimer4 PCIeRetimer 4
PCIeRetimer_5;PCIeRetimer5 PCIeRetimer 5
PCIeRetimer5;PCIeRetimer5 PCIeRetimer 5
PCIeRetimer_6;PCIeRetimer6 PCIeRetimer 6
PCIeRetimer6;PCIeRetimer6 PCIeRetimer 6
PCIeRetimer_7;PCIeRetimer7 PCIeRetimer 7
PCIeRetimer7;PCIeRetimer7 PCIeRetimer 7
PCIeSwitch_0;PCIeSwitch0 PCIeSwitch 0
PCIeSwitch0;PCIeSwitch0 PCIeSwitch 0
StandbyHSC_0;StandbyHSC_0 StandbyHSC_ 0
VR;VR
