dev_type,id_position,symbol,cmd,opcode,arg1,arg2,data_out_bits,ext_data_out_bits,additional_data_cnt,additional_data_in
PCIeRetimer,arg2,pcie_raw_page_2_data,PassthroughFpga,0x21,0x92,0x00,31:0,,0,
PCIeRetimer,arg2,pcie_raw_page_3_data,PassthroughFpga,0x21,0x93,0x00,31:0,,0,
PCIeRetimer,arg2,pcie_raw_page_4_data,PassthroughFpga,0x21,0x94,0x00,31:0,,0,
PCIeRetimer,arg2,pcie_raw_page_5_data,PassthroughFpga,0x21,0x95,0x00,31:0,,0,
PCIeRetimer,arg2,pcie_raw_page_6_data,PassthroughFpga,0x21,0x96,0x00,31:0,,0,
PCIeRetimer,arg2,pcie_raw_page_7_data,PassthroughFpga,0x21,0x97,0x00,31:0,,0,
PCIeRetimer,arg2,pcie_raw_page_8_data,PassthroughFpga,0x21,0x98,0x00,31:0,,0,
PCIeRetimer,arg2,pcie_raw_page_9_data,PassthroughFpga,0x21,0x99,0x00,31:0,,0,
PCIeRetimer,arg2,pcie_raw_page_0_extdata,PassthroughFpga,0x21,0x90,0x00,,31:0,0,
PCIeRetimer,arg2,pcie_raw_page_1_extdata,PassthroughFpga,0x21,0x91,0x00,,31:0,0,
PCIeRetimer,arg2,pcie_raw_page_2_extdata,PassthroughFpga,0x21,0x92,0x00,,31:0,0,
PCIeRetimer,arg2,pcie_raw_page_3_extdata,PassthroughFpga,0x21,0x93,0x00,,31:0,0,
PCIeRetimer,arg2,pcie_raw_page_4_extdata,PassthroughFpga,0x21,0x94,0x00,,31:0,0,
PCIeRetimer,arg2,pcie_raw_page_5_extdata,PassthroughFpga,0x21,0x95,0x00,,31:0,0,
PCIeRetimer,arg2,pcie_raw_page_6_extdata,PassthroughFpga,0x21,0x96,0x00,,31:0,0,
PCIeRetimer,arg2,pcie_raw_page_7_extdata,PassthroughFpga,0x21,0x97,0x00,,31:0,0,
PCIeRetimer,arg2,pcie_raw_page_8_extdata,PassthroughFpga,0x21,0x98,0x00,,31:0,0,
PCIeRetimer,arg2,pcie_raw_page_9_extdata,PassthroughFpga,0x21,0x99,0x00,,31:0,0,
PCIeSwitch,arg2,pcie_link_speed,PassthroughFpga,0x21,0xA0,0x00,2:0,,0,
PCIeSwitch,arg2,pcie_link_width,PassthroughFpga,0x21,0xA0,0x00,6:4,,0,
PCIeSwitch,arg2,pcie_non_fatal_error_count,PassthroughFpga,0x21,0xA0,0x00,15:8,,0,
PCIeSwitch,arg2,pcie_fatal_error_count,PassthroughFpga,0x21,0xA0,0x00,23:16,,0,
PCIeSwitch,arg2,pcie_unsupported_request_count,PassthroughFpga,0x21,0xA0,0x00,31:24,,0,
PCIeSwitch,arg2,pcie_L0_to_recovery_count,PassthroughFpga,0x21,0xA1,0x00,31:0,,0,
PCIeSwitch,arg2,pcie_replay_rollover_count,PassthroughFpga,0x21,0xA2,0x00,15:0,,0,
PCIeSwitch,arg2,pcie_reserved,PassthroughFpga,0x21,0xA2,0x00,31:16,,0,
PCIeSwitch,arg2,pcie_requested_link_speed,PassthroughFpga,0x21,0xA3,0x00,2:0,,0,
PCIeSwitch,arg2,pcie_receiver_detect_status,PassthroughFpga,0x21,0xA3,0x00,31:16,,0,
PCIeSwitch,arg2,pcie_TX_throughput,PassthroughFpga,0x21,0xA4,0x00,31:0,,0,
PCIeSwitch,arg2,pcie_uncorrectable_error_bitmap,PassthroughFpga,0x21,0xA5,0x00,31:0,,0,
PCIeSwitch,arg2,pcie_uncorrectable_error_data_link_protocol,PassthroughFpga,0x21,0xA5,0x00,4:4,,0,
PCIeSwitch,arg2,pcie_uncorrectable_error_surprise_down,PassthroughFpga,0x21,0xA5,0x00,5:5,,0,
PCIeSwitch,arg2,pcie_uncorrectable_error_poisoned_TLP,PassthroughFpga,0x21,0xA5,0x00,12:12,,0,
PCIeSwitch,arg2,pcie_uncorrectable_error_flow_control_protocol,PassthroughFpga,0x21,0xA5,0x00,13:13,,0,
PCIeSwitch,arg2,pcie_uncorrectable_error_completion_timeout,PassthroughFpga,0x21,0xA5,0x00,14:14,,0,
PCIeSwitch,arg2,pcie_uncorrectable_error_completer_abort,PassthroughFpga,0x21,0xA5,0x00,15:15,,0,
PCIeSwitch,arg2,pcie_uncorrectable_error_unexpected_completion,PassthroughFpga,0x21,0xA5,0x00,16:16,,0,
PCIeSwitch,arg2,pcie_uncorrectable_error_receiver_overflow,PassthroughFpga,0x21,0xA5,0x00,17:17,,0,
PCIeSwitch,arg2,pcie_uncorrectable_error_malformed_TLP,PassthroughFpga,0x21,0xA5,0x00,18:18,,0,
PCIeSwitch,arg2,pcie_uncorrectable_error_ECRC,PassthroughFpga,0x21,0xA5,0x00,19:19,,0,
PCIeSwitch,arg2,pcie_uncorrectable_error_unsupported_request,PassthroughFpga,0x21,0xA5,0x00,20:20,,0,
PCIeSwitch,arg2,pcie_uncorrectable_error_ACS_violation,PassthroughFpga,0x21,0xA5,0x00,21:21,,0,
PCIeSwitch,arg2,pcie_uncorrectable_error_internal,PassthroughFpga,0x21,0xA5,0x00,22:22,,0,
PCIeSwitch,arg2,pcie_uncorrectable_error_MC_blocked_TLP,PassthroughFpga,0x21,0xA5,0x00,23:23,,0,
PCIeSwitch,arg2,pcie_uncorrectable_error_atomic_egress_blocked,PassthroughFpga,0x21,0xA5,0x00,24:24,,0,
PCIeSwitch,arg2,pcie_uncorrectable_error_TLP_prefix_blocked,PassthroughFpga,0x21,0xA5,0x00,25:25,,0,
PCIeSwitch,arg2,pcie_uncorrectable_error_poisoned_TLP_egress_blocked,PassthroughFpga,0x21,0xA5,0x00,26:26,,0,
PCIeSwitch,arg2,pcie_LTSSM_state,PassthroughFpga,0x21,0xA6,0x00,31:0,,0,
PCIeSwitch,arg2,pcie_recovery_count,PassthroughFpga,0x21,0xA7,0x00,31:0,,0,
PCIeSwitch,arg2,pcie_TX_EQ_local_preset,PassthroughFpga,0x21,0xA8,0x00,3:0,,0,
PCIeSwitch,arg2,pcie_TX_EQ_local_use_preset,PassthroughFpga,0x21,0xA8,0x00,4:4,,0,
PCIeSwitch,arg2,pcie_TX_EQ_local_FS,PassthroughFpga,0x21,0xA8,0x00,10:5,,0,
PCIeSwitch,arg2,pcie_TX_EQ_local_LS,PassthroughFpga,0x21,0xA8,0x00,16:11,,0,
PCIeSwitch,arg2,pcie_RX_EQ_remote_preset,PassthroughFpga,0x21,0xA9,0x00,3:0,,0,
PCIeSwitch,arg2,pcie_RX_EQ_remote_use_preset,PassthroughFpga,0x21,0xA9,0x00,4:4,,0,
PCIeSwitch,arg2,pcie_RX_EQ_remote_FS,PassthroughFpga,0x21,0xA9,0x00,10:5,,0,
PCIeSwitch,arg2,pcie_RX_EQ_remote_LF,PassthroughFpga,0x21,0xA9,0x00,16:11,,0,
PCIeSwitch,arg2,pcie_correctable_error_count,PassthroughFpga,0x21,0xA0,0x00,,15:0,0,
PCIeSwitch,arg2,pcie_replay_count,PassthroughFpga,0x21,0xA1,0x00,,31:0,0,
PCIeSwitch,arg2,pcie_NAKs_sent_count,PassthroughFpga,0x21,0xA2,0x00,,15:0,0,
PCIeSwitch,arg2,pcie_RX_throughput,PassthroughFpga,0x21,0xA4,0x00,,31:0,0,
PCIeSwitch,arg2,pcie_correctable_error_receiver,PassthroughFpga,0x21,0xA5,0x00,,0:0,0,
PCIeSwitch,arg2,pcie_correctable_error_bad_TLP,PassthroughFpga,0x21,0xA5,0x00,,6:6,0,
PCIeSwitch,arg2,pcie_correctable_error_bad_DLLP,PassthroughFpga,0x21,0xA5,0x00,,7:7,0,
PCIeSwitch,arg2,pcie_correctable_error_replay_num_rollover,PassthroughFpga,0x21,0xA5,0x00,,8:8,0,
PCIeSwitch,arg2,pcie_correctable_error_replay_timer_timeout,PassthroughFpga,0x21,0xA5,0x00,,12:12,0,
PCIeSwitch,arg2,pcie_correctable_error_advisory_non_fatal,PassthroughFpga,0x21,0xA5,0x00,,13:13,0,
PCIeSwitch,arg2,pcie_correctable_error_corrected_internal,PassthroughFpga,0x21,0xA5,0x00,,14:14,0,
PCIeSwitch,arg2,pcie_correctable_error_header_log_overflow,PassthroughFpga,0x21,0xA5,0x00,,15:15,0,
PCIeSwitch,arg2,pcie_recovery_reason,PassthroughFpga,0x21,0xA7,0x00,,31:0,0,
PCIeSwitch,arg2,pcie_TX_EQ_local_pre_cursor,PassthroughFpga,0x21,0xA8,0x00,,5:0,0,
PCIeSwitch,arg2,pcie_TX_EQ_local_main_cursor,PassthroughFpga,0x21,0xA8,0x00,,11:6,0,
PCIeSwitch,arg2,pcie_TX_EQ_local_post_cursor,PassthroughFpga,0x21,0xA8,0x00,,17:12,0,
PCIeSwitch,arg2,pcie_RX_EQ_remote_pre_cursor,PassthroughFpga,0x21,0xA9,0x00,,5:0,0,
PCIeSwitch,arg2,pcie_RX_EQ_remote_main_cursor,PassthroughFpga,0x21,0xA9,0x00,,11:6,0,
PCIeSwitch,arg2,pcie_RX_EQ_remote_post_cursor,PassthroughFpga,0x21,0xA9,0x00,,17:12,0,
PCIeSwitch,arg2,pcie_raw_page_0_data,PassthroughFpga,0x21,0xA0,0x00,31:0,,0,
PCIeSwitch,arg2,pcie_raw_page_1_data,PassthroughFpga,0x21,0xA1,0x00,31:0,,0,
PCIeSwitch,arg2,pcie_raw_page_2_data,PassthroughFpga,0x21,0xA2,0x00,31:0,,0,
PCIeSwitch,arg2,pcie_raw_page_3_data,PassthroughFpga,0x21,0xA3,0x00,31:0,,0,
PCIeSwitch,arg2,pcie_raw_page_4_data,PassthroughFpga,0x21,0xA4,0x00,31:0,,0,
PCIeSwitch,arg2,pcie_raw_page_5_data,PassthroughFpga,0x21,0xA5,0x00,31:0,,0,
PCIeSwitch,arg2,pcie_raw_page_6_data,PassthroughFpga,0x21,0xA6,0x00,31:0,,0,
PCIeSwitch,arg2,pcie_raw_page_7_data,PassthroughFpga,0x21,0xA7,0x00,31:0,,0,
PCIeSwitch,arg2,pcie_raw_page_8_data,PassthroughFpga,0x21,0xA8,0x00,31:0,,0,
PCIeSwitch,arg2,pcie_raw_page_9_data,PassthroughFpga,0x21,0xA9,0x00,31:0,,0,
PCIeSwitch,arg2,pcie_raw_page_0_extdata,PassthroughFpga,0x21,0xA0,0x00,,31:0,0,
PCIeSwitch,arg2,pcie_raw_page_1_extdata,PassthroughFpga,0x21,0xA1,0x00,,31:0,0,
PCIeSwitch,arg2,pcie_raw_page_2_extdata,PassthroughFpga,0x21,0xA2,0x00,,31:0,0,
PCIeSwitch,arg2,pcie_raw_page_3_extdata,PassthroughFpga,0x21,0xA3,0x00,,31:0,0,
PCIeSwitch,arg2,pcie_raw_page_4_extdata,PassthroughFpga,0x21,0xA4,0x00,,31:0,0,
PCIeSwitch,arg2,pcie_raw_page_5_extdata,PassthroughFpga,0x21,0xA5,0x00,,31:0,0,
PCIeSwitch,arg2,pcie_raw_page_6_extdata,PassthroughFpga,0x21,0xA6,0x00,,31:0,0,
PCIeSwitch,arg2,pcie_raw_page_7_extdata,PassthroughFpga,0x21,0xA7,0x00,,31:0,0,
PCIeSwitch,arg2,pcie_raw_page_8_extdata,PassthroughFpga,0x21,0xA8,0x00,,31:0,0,
PCIeSwitch,arg2,pcie_raw_page_9_extdata,PassthroughFpga,0x21,0xA9,0x00,,31:0,0,
HMC,cmd,pcie_link_speed,PassthroughFpga,0x21,0x80,0x01,2:0,,0,
HMC,cmd,pcie_link_width,PassthroughFpga,0x21,0x80,0x01,6:4,,0,
HMC,cmd,pcie_non_fatal_error_count,PassthroughFpga,0x21,0x80,0x01,15:8,,0,
HMC,cmd,pcie_fatal_error_count,PassthroughFpga,0x21,0x80,0x01,23:16,,0,
HMC,cmd,pcie_unsupported_request_count,PassthroughFpga,0x21,0x80,0x01,31:24,,0,
HMC,cmd,pcie_L0_to_recovery_count,PassthroughFpga,0x21,0x81,0x01,31:0,,0,
HMC,cmd,pcie_replay_rollover_count,PassthroughFpga,0x21,0x82,0x01,15:0,,0,
HMC,cmd,pcie_reserved,PassthroughFpga,0x21,0x82,0x01,31:16,,0,
HMC,cmd,pcie_requested_link_speed,PassthroughFpga,0x21,0x83,0x01,2:0,,0,
HMC,cmd,pcie_receiver_detect_status,PassthroughFpga,0x21,0x83,0x01,31:16,,0,
HMC,cmd,pcie_TX_throughput,PassthroughFpga,0x21,0x84,0x01,31:0,,0,
HMC,cmd,pcie_uncorrectable_error_bitmap,PassthroughFpga,0x21,0x85,0x01,31:0,,0,
HMC,cmd,pcie_uncorrectable_error_data_link_protocol,PassthroughFpga,0x21,0x85,0x01,4:4,,0,
HMC,cmd,pcie_uncorrectable_error_surprise_down,PassthroughFpga,0x21,0x85,0x01,5:5,,0,
HMC,cmd,pcie_uncorrectable_error_poisoned_TLP,PassthroughFpga,0x21,0x85,0x01,12:12,,0,
HMC,cmd,pcie_uncorrectable_error_flow_control_protocol,PassthroughFpga,0x21,0x85,0x01,13:13,,0,
HMC,cmd,pcie_uncorrectable_error_completion_timeout,PassthroughFpga,0x21,0x85,0x01,14:14,,0,
HMC,cmd,pcie_uncorrectable_error_completer_abort,PassthroughFpga,0x21,0x85,0x01,15:15,,0,
HMC,cmd,pcie_uncorrectable_error_unexpected_completion,PassthroughFpga,0x21,0x85,0x01,16:16,,0,
HMC,cmd,pcie_uncorrectable_error_receiver_overflow,PassthroughFpga,0x21,0x85,0x01,17:17,,0,
HMC,cmd,pcie_uncorrectable_error_malformed_TLP,PassthroughFpga,0x21,0x85,0x01,18:18,,0,
HMC,cmd,pcie_uncorrectable_error_ECRC,PassthroughFpga,0x21,0x85,0x01,19:19,,0,
HMC,cmd,pcie_uncorrectable_error_unsupported_request,PassthroughFpga,0x21,0x85,0x01,20:20,,0,
HMC,cmd,pcie_uncorrectable_error_ACS_violation,PassthroughFpga,0x21,0x85,0x01,21:21,,0,
HMC,cmd,pcie_uncorrectable_error_internal,PassthroughFpga,0x21,0x85,0x01,22:22,,0,
HMC,cmd,pcie_uncorrectable_error_MC_blocked_TLP,PassthroughFpga,0x21,0x85,0x01,23:23,,0,
HMC,cmd,pcie_uncorrectable_error_atomic_egress_blocked,PassthroughFpga,0x21,0x85,0x01,24:24,,0,
HMC,cmd,pcie_uncorrectable_error_TLP_prefix_blocked,PassthroughFpga,0x21,0x85,0x01,25:25,,0,
HMC,cmd,pcie_uncorrectable_error_poisoned_TLP_egress_blocked,PassthroughFpga,0x21,0x85,0x01,26:26,,0,
HMC,cmd,pcie_LTSSM_state,PassthroughFpga,0x21,0x86,0x01,31:0,,0,
HMC,cmd,pcie_recovery_count,PassthroughFpga,0x21,0x87,0x01,31:0,,0,
HMC,cmd,pcie_TX_EQ_local_preset,PassthroughFpga,0x21,0x88,0x01,3:0,,0,
HMC,cmd,pcie_TX_EQ_local_use_preset,PassthroughFpga,0x21,0x88,0x01,4:4,,0,
HMC,cmd,pcie_TX_EQ_local_FS,PassthroughFpga,0x21,0x88,0x01,10:5,,0,
HMC,cmd,pcie_TX_EQ_local_LS,PassthroughFpga,0x21,0x88,0x01,16:11,,0,
HMC,cmd,pcie_RX_EQ_remote_preset,PassthroughFpga,0x21,0x89,0x01,3:0,,0,
HMC,cmd,pcie_RX_EQ_remote_use_preset,PassthroughFpga,0x21,0x89,0x01,4:4,,0,
HMC,cmd,pcie_RX_EQ_remote_FS,PassthroughFpga,0x21,0x89,0x01,10:5,,0,
HMC,cmd,pcie_RX_EQ_remote_LF,PassthroughFpga,0x21,0x89,0x01,16:11,,0,
HMC,cmd,pcie_correctable_error_count,PassthroughFpga,0x21,0x80,0x01,,15:0,0,
HMC,cmd,pcie_replay_count,PassthroughFpga,0x21,0x81,0x01,,31:0,0,
HMC,cmd,pcie_NAKs_sent_count,PassthroughFpga,0x21,0x82,0x01,,15:0,0,
HMC,cmd,pcie_RX_throughput,PassthroughFpga,0x21,0x84,0x01,,31:0,0,
HMC,cmd,pcie_correctable_error_receiver,PassthroughFpga,0x21,0x85,0x01,,0:0,0,
HMC,cmd,pcie_correctable_error_bad_TLP,PassthroughFpga,0x21,0x85,0x01,,6:6,0,
HMC,cmd,pcie_correctable_error_bad_DLLP,PassthroughFpga,0x21,0x85,0x01,,7:7,0,
HMC,cmd,pcie_correctable_error_replay_num_rollover,PassthroughFpga,0x21,0x85,0x01,,8:8,0,
HMC,cmd,pcie_correctable_error_replay_timer_timeout,PassthroughFpga,0x21,0x85,0x01,,12:12,0,
HMC,cmd,pcie_correctable_error_advisory_non_fatal,PassthroughFpga,0x21,0x85,0x01,,13:13,0,
HMC,cmd,pcie_correctable_error_corrected_internal,PassthroughFpga,0x21,0x85,0x01,,14:14,0,
HMC,cmd,pcie_correctable_error_header_log_overflow,PassthroughFpga,0x21,0x85,0x01,,15:15,0,
HMC,cmd,pcie_recovery_reason,PassthroughFpga,0x21,0x87,0x01,,31:0,0,
HMC,cmd,pcie_raw_page_0_data,PassthroughFpga,0x21,0x80,0x01,31:0,,0,
HMC,cmd,pcie_raw_page_1_data,PassthroughFpga,0x21,0x81,0x01,31:0,,0,
HMC,cmd,pcie_raw_page_2_data,PassthroughFpga,0x21,0x82,0x01,31:0,,0,
HMC,cmd,pcie_raw_page_3_data,PassthroughFpga,0x21,0x83,0x01,31:0,,0,
HMC,cmd,pcie_raw_page_4_data,PassthroughFpga,0x21,0x84,0x01,31:0,,0,
HMC,cmd,pcie_raw_page_5_data,PassthroughFpga,0x21,0x85,0x01,31:0,,0,
HMC,cmd,pcie_raw_page_6_data,PassthroughFpga,0x21,0x86,0x01,31:0,,0,
HMC,cmd,pcie_raw_page_7_data,PassthroughFpga,0x21,0x87,0x01,31:0,,0,
HMC,cmd,pcie_raw_page_0_extdata,PassthroughFpga,0x21,0x80,0x01,,31:0,0,
HMC,cmd,pcie_raw_page_1_extdata,PassthroughFpga,0x21,0x81,0x01,,31:0,0,
HMC,cmd,pcie_raw_page_2_extdata,PassthroughFpga,0x21,0x82,0x01,,31:0,0,
HMC,cmd,pcie_raw_page_3_extdata,PassthroughFpga,0x21,0x83,0x01,,31:0,0,
HMC,cmd,pcie_raw_page_4_extdata,PassthroughFpga,0x21,0x84,0x01,,31:0,0,
HMC,cmd,pcie_raw_page_5_extdata,PassthroughFpga,0x21,0x85,0x01,,31:0,0,
HMC,cmd,pcie_raw_page_6_extdata,PassthroughFpga,0x21,0x86,0x01,,31:0,0,
HMC,cmd,pcie_raw_page_7_extdata,PassthroughFpga,0x21,0x87,0x01,,31:0,0,
